Organization,Availability,Division,SystemType,SystemName,Platform,Model,MlperfModel,Scenario,Result,Accuracy,number_of_nodes,host_processor_model_name,host_processors_per_node,host_processor_core_count,accelerator_model_name,accelerators_per_node,Location,framework,operating_system,notes,compliance,errors,version,inferred,has_power,Units,weight_data_types
GATEOverflow,available,open,"edge","MacBookPro.ultrahub",MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v1-precision_float-1.0-224,resnet,MultiStream,141.649,acc: 71.678,1,"undefined",1,10,"N/A","0",open/GATEOverflow/results/MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v1-precision_float-1.0-224/multistream,"tflite vmaster"," (darwin-24.3.0)","",1,0,v5.0,1,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","MacBookPro.ultrahub",MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v2-precision_uint8-0.5-128,resnet,Offline,930.313,acc: 55.506,1,"undefined",1,10,"N/A","0",open/GATEOverflow/results/MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v2-precision_uint8-0.5-128/offline,"tflite vmaster"," (darwin-24.3.0)","",1,0,v5.0,1,False,Samples/s,"uint8"
GATEOverflow,available,open,"edge","MacBookPro.ultrahub",MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v2-precision_uint8-0.5-128,resnet,SingleStream,1.102208,acc: 55.506,1,"undefined",1,10,"N/A","0",open/GATEOverflow/results/MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v2-precision_uint8-0.5-128/singlestream,"tflite vmaster"," (darwin-24.3.0)","",1,0,v5.0,0,False,Latency (ms),"uint8"
GATEOverflow,available,open,"edge","MacBookPro.ultrahub",MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v2-precision_uint8-0.5-128,resnet,MultiStream,9.660664,acc: 55.506,1,"undefined",1,10,"N/A","0",open/GATEOverflow/results/MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v2-precision_uint8-0.5-128/multistream,"tflite vmaster"," (darwin-24.3.0)","",1,0,v5.0,1,False,Latency (ms),"uint8"
GATEOverflow,available,open,"edge","MacBookPro.ultrahub",MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v1-precision_float-0.5-224,resnet,Offline,221.066,acc: 64.346,1,"undefined",1,10,"N/A","0",open/GATEOverflow/results/MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v1-precision_float-0.5-224/offline,"tflite vmaster"," (darwin-24.3.0)","",1,0,v5.0,1,False,Samples/s,"fp32"
GATEOverflow,available,open,"edge","MacBookPro.ultrahub",MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v1-precision_float-0.5-224,resnet,SingleStream,4.5495,acc: 64.346,1,"undefined",1,10,"N/A","0",open/GATEOverflow/results/MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v1-precision_float-0.5-224/singlestream,"tflite vmaster"," (darwin-24.3.0)","",1,0,v5.0,0,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","MacBookPro.ultrahub",MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v1-precision_float-0.5-224,resnet,MultiStream,37.679336,acc: 64.346,1,"undefined",1,10,"N/A","0",open/GATEOverflow/results/MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v1-precision_float-0.5-224/multistream,"tflite vmaster"," (darwin-24.3.0)","",1,0,v5.0,1,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","MacBookPro.ultrahub",MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v2-precision_float-0.5-128,resnet,Offline,866.834,acc: 58.402,1,"undefined",1,10,"N/A","0",open/GATEOverflow/results/MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v2-precision_float-0.5-128/offline,"tflite vmaster"," (darwin-24.3.0)","",1,0,v5.0,1,False,Samples/s,"fp32"
GATEOverflow,available,open,"edge","MacBookPro.ultrahub",MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v2-precision_float-0.5-128,resnet,SingleStream,1.188791,acc: 58.402,1,"undefined",1,10,"N/A","0",open/GATEOverflow/results/MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v2-precision_float-0.5-128/singlestream,"tflite vmaster"," (darwin-24.3.0)","",1,0,v5.0,0,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","MacBookPro.ultrahub",MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v2-precision_float-0.5-128,resnet,MultiStream,10.484336,acc: 58.402,1,"undefined",1,10,"N/A","0",open/GATEOverflow/results/MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v2-precision_float-0.5-128/multistream,"tflite vmaster"," (darwin-24.3.0)","",1,0,v5.0,1,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","MacBookPro.ultrahub",MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v1-precision_float-0.5-192,resnet,Offline,305.032,acc: 63.244,1,"undefined",1,10,"N/A","0",open/GATEOverflow/results/MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v1-precision_float-0.5-192/offline,"tflite vmaster"," (darwin-24.3.0)","",1,0,v5.0,1,False,Samples/s,"fp32"
GATEOverflow,available,open,"edge","MacBookPro.ultrahub",MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v1-precision_float-0.5-192,resnet,SingleStream,3.297333,acc: 63.244,1,"undefined",1,10,"N/A","0",open/GATEOverflow/results/MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v1-precision_float-0.5-192/singlestream,"tflite vmaster"," (darwin-24.3.0)","",1,0,v5.0,0,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","MacBookPro.ultrahub",MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v1-precision_float-0.5-192,resnet,MultiStream,27.387664,acc: 63.244,1,"undefined",1,10,"N/A","0",open/GATEOverflow/results/MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v1-precision_float-0.5-192/multistream,"tflite vmaster"," (darwin-24.3.0)","",1,0,v5.0,1,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","MacBookPro.ultrahub",MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v1-precision_float-0.25-192,resnet,Offline,1007.98,acc: 49.478,1,"undefined",1,10,"N/A","0",open/GATEOverflow/results/MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v1-precision_float-0.25-192/offline,"tflite vmaster"," (darwin-24.3.0)","",1,0,v5.0,1,False,Samples/s,"fp32"
GATEOverflow,available,open,"edge","MacBookPro.ultrahub",MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v1-precision_float-0.25-192,resnet,SingleStream,1.003458,acc: 49.478,1,"undefined",1,10,"N/A","0",open/GATEOverflow/results/MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v1-precision_float-0.25-192/singlestream,"tflite vmaster"," (darwin-24.3.0)","",1,0,v5.0,0,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","MacBookPro.ultrahub",MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v1-precision_float-0.25-192,resnet,MultiStream,8.289,acc: 49.478,1,"undefined",1,10,"N/A","0",open/GATEOverflow/results/MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v1-precision_float-0.25-192/multistream,"tflite vmaster"," (darwin-24.3.0)","",1,0,v5.0,1,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","MacBookPro.ultrahub",MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v1-precision_uint8-0.25-128,resnet,Offline,2209.41,acc: 42.310,1,"undefined",1,10,"N/A","0",open/GATEOverflow/results/MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v1-precision_uint8-0.25-128/offline,"tflite vmaster"," (darwin-24.3.0)","",1,0,v5.0,1,False,Samples/s,"uint8"
GATEOverflow,available,open,"edge","MacBookPro.ultrahub",MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v1-precision_uint8-0.25-128,resnet,SingleStream,0.455583,acc: 42.310,1,"undefined",1,10,"N/A","0",open/GATEOverflow/results/MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v1-precision_uint8-0.25-128/singlestream,"tflite vmaster"," (darwin-24.3.0)","",1,0,v5.0,0,False,Latency (ms),"uint8"
GATEOverflow,available,open,"edge","MacBookPro.ultrahub",MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v1-precision_uint8-0.25-128,resnet,MultiStream,3.839336,acc: 42.310,1,"undefined",1,10,"N/A","0",open/GATEOverflow/results/MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v1-precision_uint8-0.25-128/multistream,"tflite vmaster"," (darwin-24.3.0)","",1,0,v5.0,1,False,Latency (ms),"uint8"
GATEOverflow,available,open,"edge","MacBookPro.ultrahub",MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v2-precision_float-0.35-128,resnet,Offline,1264.32,acc: 52.172,1,"undefined",1,10,"N/A","0",open/GATEOverflow/results/MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v2-precision_float-0.35-128/offline,"tflite vmaster"," (darwin-24.3.0)","",1,0,v5.0,1,False,Samples/s,"fp32"
GATEOverflow,available,open,"edge","MacBookPro.ultrahub",MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v2-precision_float-0.35-128,resnet,SingleStream,0.903833,acc: 52.172,1,"undefined",1,10,"N/A","0",open/GATEOverflow/results/MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v2-precision_float-0.35-128/singlestream,"tflite vmaster"," (darwin-24.3.0)","",1,0,v5.0,0,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","MacBookPro.ultrahub",MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v2-precision_float-0.35-128,resnet,MultiStream,8.662664,acc: 52.172,1,"undefined",1,10,"N/A","0",open/GATEOverflow/results/MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v2-precision_float-0.35-128/multistream,"tflite vmaster"," (darwin-24.3.0)","",1,0,v5.0,1,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","MacBookPro.ultrahub",MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v1-precision_uint8-0.25-224,resnet,Offline,737.549,acc: 50.224,1,"undefined",1,10,"N/A","0",open/GATEOverflow/results/MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v1-precision_uint8-0.25-224/offline,"tflite vmaster"," (darwin-24.3.0)","",1,0,v5.0,1,False,Samples/s,"uint8"
GATEOverflow,available,open,"edge","MacBookPro.ultrahub",MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v1-precision_uint8-0.25-224,resnet,SingleStream,1.362209,acc: 50.224,1,"undefined",1,10,"N/A","0",open/GATEOverflow/results/MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v1-precision_uint8-0.25-224/singlestream,"tflite vmaster"," (darwin-24.3.0)","",1,0,v5.0,0,False,Latency (ms),"uint8"
GATEOverflow,available,open,"edge","MacBookPro.ultrahub",MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v1-precision_uint8-0.25-224,resnet,MultiStream,11.330672,acc: 50.224,1,"undefined",1,10,"N/A","0",open/GATEOverflow/results/MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v1-precision_uint8-0.25-224/multistream,"tflite vmaster"," (darwin-24.3.0)","",1,0,v5.0,1,False,Latency (ms),"uint8"
GATEOverflow,available,open,"edge","MacBookPro.ultrahub",MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v2-precision_uint8-0.5-192,resnet,Offline,437.886,acc: 61.982,1,"undefined",1,10,"N/A","0",open/GATEOverflow/results/MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v2-precision_uint8-0.5-192/offline,"tflite vmaster"," (darwin-24.3.0)","",1,0,v5.0,1,False,Samples/s,"uint8"
GATEOverflow,available,open,"edge","MacBookPro.ultrahub",MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v2-precision_uint8-0.5-192,resnet,SingleStream,2.292875,acc: 61.982,1,"undefined",1,10,"N/A","0",open/GATEOverflow/results/MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v2-precision_uint8-0.5-192/singlestream,"tflite vmaster"," (darwin-24.3.0)","",1,0,v5.0,0,False,Latency (ms),"uint8"
GATEOverflow,available,open,"edge","MacBookPro.ultrahub",MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v2-precision_uint8-0.5-192,resnet,MultiStream,19.254672,acc: 61.982,1,"undefined",1,10,"N/A","0",open/GATEOverflow/results/MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v2-precision_uint8-0.5-192/multistream,"tflite vmaster"," (darwin-24.3.0)","",1,0,v5.0,1,False,Latency (ms),"uint8"
GATEOverflow,available,open,"edge","MacBookPro.ultrahub",MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v1-precision_float-0.75-192,resnet,Offline,143.632,acc: 68.242,1,"undefined",1,10,"N/A","0",open/GATEOverflow/results/MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v1-precision_float-0.75-192/offline,"tflite vmaster"," (darwin-24.3.0)","",1,0,v5.0,1,False,Samples/s,"fp32"
GATEOverflow,available,open,"edge","MacBookPro.ultrahub",MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v1-precision_float-0.75-192,resnet,SingleStream,7.014708,acc: 68.242,1,"undefined",1,10,"N/A","0",open/GATEOverflow/results/MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v1-precision_float-0.75-192/singlestream,"tflite vmaster"," (darwin-24.3.0)","",1,0,v5.0,0,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","MacBookPro.ultrahub",MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v1-precision_float-0.75-192,resnet,MultiStream,57.933664,acc: 68.242,1,"undefined",1,10,"N/A","0",open/GATEOverflow/results/MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v1-precision_float-0.75-192/multistream,"tflite vmaster"," (darwin-24.3.0)","",1,0,v5.0,1,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","MacBookPro.ultrahub",MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v3-precision_float-small-minimalistic-224,resnet,Offline,574.83,acc: 63.330,1,"undefined",1,10,"N/A","0",open/GATEOverflow/results/MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v3-precision_float-small-minimalistic-224/offline,"tflite vmaster"," (darwin-24.3.0)","",1,0,v5.0,1,False,Samples/s,"fp32"
GATEOverflow,available,open,"edge","MacBookPro.ultrahub",MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v3-precision_float-small-minimalistic-224,resnet,SingleStream,1.77375,acc: 63.330,1,"undefined",1,10,"N/A","0",open/GATEOverflow/results/MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v3-precision_float-small-minimalistic-224/singlestream,"tflite vmaster"," (darwin-24.3.0)","",1,0,v5.0,0,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","MacBookPro.ultrahub",MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v3-precision_float-small-minimalistic-224,resnet,MultiStream,14.447336,acc: 63.330,1,"undefined",1,10,"N/A","0",open/GATEOverflow/results/MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v3-precision_float-small-minimalistic-224/multistream,"tflite vmaster"," (darwin-24.3.0)","",1,0,v5.0,1,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","MacBookPro.ultrahub",MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v2-precision_float-0.35-192,resnet,Offline,630.743,acc: 59.324,1,"undefined",1,10,"N/A","0",open/GATEOverflow/results/MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v2-precision_float-0.35-192/offline,"tflite vmaster"," (darwin-24.3.0)","",1,0,v5.0,1,False,Samples/s,"fp32"
GATEOverflow,available,open,"edge","MacBookPro.ultrahub",MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v2-precision_float-0.35-192,resnet,SingleStream,1.6275,acc: 59.324,1,"undefined",1,10,"N/A","0",open/GATEOverflow/results/MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v2-precision_float-0.35-192/singlestream,"tflite vmaster"," (darwin-24.3.0)","",1,0,v5.0,0,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","MacBookPro.ultrahub",MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v2-precision_float-0.35-192,resnet,MultiStream,13.935336,acc: 59.324,1,"undefined",1,10,"N/A","0",open/GATEOverflow/results/MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v2-precision_float-0.35-192/multistream,"tflite vmaster"," (darwin-24.3.0)","",1,0,v5.0,1,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","MacBookPro.ultrahub",MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v1-precision_float-0.25-128,resnet,Offline,2168.22,acc: 44.116,1,"undefined",1,10,"N/A","0",open/GATEOverflow/results/MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v1-precision_float-0.25-128/offline,"tflite vmaster"," (darwin-24.3.0)","",1,0,v5.0,1,False,Samples/s,"fp32"
GATEOverflow,available,open,"edge","MacBookPro.ultrahub",MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v1-precision_float-0.25-128,resnet,SingleStream,0.466833,acc: 44.116,1,"undefined",1,10,"N/A","0",open/GATEOverflow/results/MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v1-precision_float-0.25-128/singlestream,"tflite vmaster"," (darwin-24.3.0)","",1,0,v5.0,0,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","MacBookPro.ultrahub",MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v1-precision_float-0.25-128,resnet,MultiStream,3.903336,acc: 44.116,1,"undefined",1,10,"N/A","0",open/GATEOverflow/results/MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v1-precision_float-0.25-128/multistream,"tflite vmaster"," (darwin-24.3.0)","",1,0,v5.0,1,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","MacBookPro.ultrahub",MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v2-precision_float-0.75-128,resnet,Offline,431.82,acc: 64.038,1,"undefined",1,10,"N/A","0",open/GATEOverflow/results/MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v2-precision_float-0.75-128/offline,"tflite vmaster"," (darwin-24.3.0)","",1,0,v5.0,1,False,Samples/s,"fp32"
GATEOverflow,available,open,"edge","MacBookPro.ultrahub",MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v2-precision_float-0.75-128,resnet,SingleStream,2.413417,acc: 64.038,1,"undefined",1,10,"N/A","0",open/GATEOverflow/results/MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v2-precision_float-0.75-128/singlestream,"tflite vmaster"," (darwin-24.3.0)","",1,0,v5.0,0,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","MacBookPro.ultrahub",MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v2-precision_float-0.75-128,resnet,MultiStream,20.547336,acc: 64.038,1,"undefined",1,10,"N/A","0",open/GATEOverflow/results/MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v2-precision_float-0.75-128/multistream,"tflite vmaster"," (darwin-24.3.0)","",1,0,v5.0,1,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","MacBookPro.ultrahub",MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v3-precision_uint8-large-224,resnet,Offline,140.016,acc: 72.906,1,"undefined",1,10,"N/A","0",open/GATEOverflow/results/MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v3-precision_uint8-large-224/offline,"tflite vmaster"," (darwin-24.3.0)","",1,0,v5.0,1,False,Samples/s,"uint8"
GATEOverflow,available,open,"edge","MacBookPro.ultrahub",MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v3-precision_uint8-large-224,resnet,SingleStream,7.557125,acc: 72.906,1,"undefined",1,10,"N/A","0",open/GATEOverflow/results/MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v3-precision_uint8-large-224/singlestream,"tflite vmaster"," (darwin-24.3.0)","",1,0,v5.0,0,False,Latency (ms),"uint8"
GATEOverflow,available,open,"edge","MacBookPro.ultrahub",MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v3-precision_uint8-large-224,resnet,MultiStream,67.148664,acc: 72.906,1,"undefined",1,10,"N/A","0",open/GATEOverflow/results/MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v3-precision_uint8-large-224/multistream,"tflite vmaster"," (darwin-24.3.0)","",1,0,v5.0,1,False,Latency (ms),"uint8"
GATEOverflow,available,open,"edge","MacBookPro.ultrahub",MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v2-precision_uint8-0.35-160,resnet,Offline,849.724,acc: 54.594,1,"undefined",1,10,"N/A","0",open/GATEOverflow/results/MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v2-precision_uint8-0.35-160/offline,"tflite vmaster"," (darwin-24.3.0)","",1,0,v5.0,1,False,Samples/s,"uint8"
GATEOverflow,available,open,"edge","MacBookPro.ultrahub",MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v2-precision_uint8-0.35-160,resnet,SingleStream,1.205417,acc: 54.594,1,"undefined",1,10,"N/A","0",open/GATEOverflow/results/MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v2-precision_uint8-0.35-160/singlestream,"tflite vmaster"," (darwin-24.3.0)","",1,0,v5.0,0,False,Latency (ms),"uint8"
GATEOverflow,available,open,"edge","MacBookPro.ultrahub",MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v2-precision_uint8-0.35-160,resnet,MultiStream,10.345336,acc: 54.594,1,"undefined",1,10,"N/A","0",open/GATEOverflow/results/MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v2-precision_uint8-0.35-160/multistream,"tflite vmaster"," (darwin-24.3.0)","",1,0,v5.0,1,False,Latency (ms),"uint8"
GATEOverflow,available,open,"edge","MacBookPro.ultrahub",MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v1-precision_uint8-1.0-128,resnet,Offline,218.128,acc: 64.792,1,"undefined",1,10,"N/A","0",open/GATEOverflow/results/MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v1-precision_uint8-1.0-128/offline,"tflite vmaster"," (darwin-24.3.0)","",1,0,v5.0,1,False,Samples/s,"uint8"
GATEOverflow,available,open,"edge","MacBookPro.ultrahub",MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v1-precision_uint8-1.0-128,resnet,SingleStream,4.600209,acc: 64.792,1,"undefined",1,10,"N/A","0",open/GATEOverflow/results/MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v1-precision_uint8-1.0-128/singlestream,"tflite vmaster"," (darwin-24.3.0)","",1,0,v5.0,0,False,Latency (ms),"uint8"
GATEOverflow,available,open,"edge","MacBookPro.ultrahub",MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v1-precision_uint8-1.0-128,resnet,MultiStream,38.176664,acc: 64.792,1,"undefined",1,10,"N/A","0",open/GATEOverflow/results/MacBookPro.ultrahub-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v1-precision_uint8-1.0-128/multistream,"tflite vmaster"," (darwin-24.3.0)","",1,0,v5.0,1,False,Latency (ms),"uint8"
